,Climate,Operation,TSV,Clo,Met,Ta,Tr,RH,Vel,PMV,PPD
49651,Csa,Naturally Ventilated,3.0,0.36,1.2,23.4,23.4,38.4,0.03,-0.79,18.31
49655,Csa,Naturally Ventilated,1.0,0.52,1.3,23.4,23.4,35.7,0.03,-0.2,5.83
49656,Csa,Naturally Ventilated,3.0,0.62,1.3,23.3,23.3,39.2,0.03,-0.02,5.01
49657,Csa,Naturally Ventilated,0.0,0.5,1.2,23.3,23.3,35.7,0.03,-0.5,10.16
49658,Csa,Naturally Ventilated,3.0,0.5,1.2,23.3,23.3,39.2,0.03,-0.47,9.71
49659,Csa,Naturally Ventilated,0.0,0.5,1.2,22.9,22.9,41.8,0.05,-0.58,12.09
49660,Csa,Naturally Ventilated,3.0,0.5,1.2,23.5,23.5,41.5,0.03,-0.4,8.31
49661,Csa,Naturally Ventilated,2.0,0.48,1.2,23.2,23.2,34.5,0.02,-0.58,12.07
49662,Csa,Naturally Ventilated,2.0,0.48,1.2,24.6,24.6,41.5,0.01,-0.1,5.2
49663,Csa,Naturally Ventilated,2.0,0.5,1.2,23.9,23.9,35.4,0.01,-0.32,7.07
49664,Csa,Naturally Ventilated,1.0,0.48,1.2,23.4,23.4,35.7,0.03,-0.51,10.46
49665,Csa,Naturally Ventilated,2.0,0.48,1.2,23.3,23.3,41.3,0.03,-0.51,10.36
49666,Csa,Naturally Ventilated,0.0,0.47,1.2,22.7,22.7,39.7,0.05,-0.73,16.17
49667,Csa,Naturally Ventilated,0.0,0.47,1.2,23.5,23.5,41.5,0.03,-0.46,9.51
49669,Csa,Naturally Ventilated,1.0,0.48,1.2,23.0,23.0,33.4,0.02,-0.65,13.86
49670,Csa,Naturally Ventilated,-1.0,0.53,1.2,23.2,23.2,34.5,0.02,-0.47,9.53
49671,Csa,Naturally Ventilated,0.0,0.53,1.2,25.1,25.1,38.9,0.01,0.13,5.36
49672,Csa,Naturally Ventilated,-1.0,0.48,1.21,23.9,23.9,35.4,0.01,-0.33,7.32
49673,Cfb,Naturally Ventilated,1.0,0.99,1.2,23.0,23.0,48.2,0.1,0.29,6.78
49674,Cfb,Naturally Ventilated,1.0,0.64,1.0,25.4,26.6,44.0,0.08,0.23,6.13
49678,Cfb,Naturally Ventilated,0.0,0.69,1.0,25.5,26.6,44.1,0.06,0.34,7.39
49679,Cfb,Naturally Ventilated,2.0,0.55,1.0,24.4,24.4,45.3,0.1,-0.54,11.01
49680,Cfb,Naturally Ventilated,0.0,0.7,1.2,25.3,27.2,44.0,0.07,0.72,16.03
49685,Cfb,Naturally Ventilated,0.0,0.68,1.2,24.9,26.7,45.5,0.05,0.59,12.24
49688,Cfb,Naturally Ventilated,2.0,0.54,1.3,25.2,25.2,44.9,0.06,0.39,8.14
49689,Cfb,Naturally Ventilated,1.0,0.66,1.2,25.2,26.3,46.0,0.05,0.56,11.59
49690,Cfb,Naturally Ventilated,3.0,0.53,1.1,25.7,27.7,46.9,0.14,0.32,7.1
49691,Cfb,Naturally Ventilated,1.0,0.7,1.2,24.7,24.7,43.6,0.16,0.16,5.51
49694,Cfb,Naturally Ventilated,-2.0,0.54,1.2,23.8,26.7,53.3,0.18,-0.02,5.01
49697,Cfb,Naturally Ventilated,0.0,0.85,1.2,26.1,27.6,44.9,0.06,1.05,28.26
49699,Cfb,Naturally Ventilated,0.0,0.71,1.2,25.7,25.7,41.5,0.09,0.57,11.74
49707,Cfb,Naturally Ventilated,2.0,0.69,1.2,25.7,27.6,49.2,0.11,0.79,18.1
49710,Cfb,Naturally Ventilated,1.0,0.72,1.3,24.9,27.4,51.1,0.07,0.88,21.2
49724,Cfb,Naturally Ventilated,2.0,0.64,1.3,24.8,24.8,44.5,0.12,0.34,7.43
49725,Cfb,Naturally Ventilated,3.0,0.83,1.2,27.4,29.3,42.6,0.08,1.37,43.84
49727,Cfb,Naturally Ventilated,2.0,0.69,1.0,25.4,25.4,39.3,0.11,0.01,5.0
49728,Cfb,Naturally Ventilated,0.0,0.85,1.1,25.1,27.2,52.5,0.06,0.81,18.75
49730,Cfb,Naturally Ventilated,0.0,0.98,1.2,25.9,27.6,50.1,0.09,1.14,32.59
49733,Cfb,Naturally Ventilated,0.0,0.18,1.0,25.7,25.7,41.3,0.05,-1.08,29.79
49734,Cfb,Naturally Ventilated,2.0,0.52,1.2,25.9,25.9,41.5,0.07,0.37,7.93
49737,Cfb,Naturally Ventilated,-1.0,0.93,1.2,23.7,23.7,40.6,0.07,0.37,7.86
49844,Cfb,Naturally Ventilated,1.0,0.8,1.2,24.4,25.1,39.8,0.0,0.45,9.14
49845,Cfb,Naturally Ventilated,3.0,0.5,1.0,24.8,26.0,38.5,0.0,-0.32,7.18
49846,Cfb,Naturally Ventilated,1.0,0.56,1.3,26.7,27.5,34.7,0.2,0.62,13.13
49848,Cfb,Naturally Ventilated,0.0,0.64,1.2,24.8,25.9,36.9,0.2,0.1,5.19
49849,Cfb,Naturally Ventilated,-2.0,0.5,1.2,26.5,25.9,33.7,0.1,0.32,7.16
49850,Cfb,Naturally Ventilated,-2.0,0.79,1.2,26.1,27.2,34.6,0.1,0.82,19.11
49852,Cfb,Naturally Ventilated,-1.0,0.71,1.2,24.9,26.7,44.3,0.2,0.37,7.89
49853,Cfb,Naturally Ventilated,0.0,0.74,1.0,25.1,25.7,44.6,0.1,0.17,5.57
49854,Cfb,Naturally Ventilated,0.0,0.74,1.2,25.0,24.7,39.7,0.0,0.4,8.39
49855,Cfb,Naturally Ventilated,-2.0,0.53,1.2,24.0,24.7,42.1,0.0,-0.08,5.14
49856,Cfb,Naturally Ventilated,1.0,0.73,1.2,25.7,26.3,37.5,0.4,0.25,6.25
49857,Cfb,Naturally Ventilated,0.0,0.78,1.2,25.5,25.5,39.0,0.1,0.56,11.6
49858,Cfb,Naturally Ventilated,2.0,0.74,1.2,25.7,25.6,37.1,0.1,0.54,11.03
49861,Cfb,Naturally Ventilated,0.0,0.57,1.2,24.0,24.4,37.1,0.2,-0.37,7.81
49862,Cfb,Naturally Ventilated,1.0,0.56,1.2,25.3,26.1,35.1,0.2,0.05,5.05
49865,Cfb,Naturally Ventilated,0.0,0.69,1.2,25.3,25.2,37.1,0.1,0.37,7.82
49868,Cfb,Naturally Ventilated,2.0,0.83,1.0,26.1,26.4,33.9,0.0,0.53,10.9
49882,Cfb,Naturally Ventilated,2.0,0.44,1.1,28.8,30.6,34.3,0.1,1.23,36.62
49883,Cfb,Naturally Ventilated,2.0,0.62,1.2,28.9,30.6,33.7,0.2,1.33,42.01
49885,Cfb,Naturally Ventilated,2.0,0.63,1.2,28.2,29.3,38.0,0.1,1.24,37.13
49886,Cfb,Naturally Ventilated,2.0,0.52,1.3,28.4,30.7,33.9,0.2,1.24,37.4
49960,Cfb,Naturally Ventilated,-2.0,0.53,1.2,24.9,26.3,43.3,0.1,0.26,6.39
49968,Cfb,Naturally Ventilated,0.0,0.63,1.2,23.7,24.0,44.1,0.1,-0.05,5.05
