,Climate,Operation,TSV,Clo,Met,Ta,Tr,RH,Vel,PMV,PPD
25980,Af,Naturally Ventilated,3.0,0.19,1.0,31.2,31.2,68.6,0.2,1.69,60.96
25983,Af,Naturally Ventilated,3.0,0.18,1.0,32.0,32.0,66.6,0.1,2.24,86.35
25984,Af,Naturally Ventilated,3.0,0.18,1.0,32.0,32.0,66.6,0.1,2.24,86.35
25987,Af,Naturally Ventilated,0.0,0.18,1.0,32.3,32.3,66.3,0.1,2.39,90.81
25990,Af,Naturally Ventilated,3.0,0.2,1.0,33.0,33.0,66.3,0.3,2.64,95.86
25991,Af,Naturally Ventilated,1.0,0.18,1.0,33.0,33.0,66.3,0.3,2.62,95.64
25995,Af,Naturally Ventilated,0.0,0.22,1.1,33.2,33.2,65.0,0.3,2.72,97.02
25999,Af,Naturally Ventilated,-1.0,0.18,1.1,32.9,32.9,62.9,0.5,2.45,92.31
26000,Af,Naturally Ventilated,1.0,0.3,1.0,28.3,28.3,76.3,0.2,0.46,9.37
26001,Af,Naturally Ventilated,-2.0,0.27,1.0,28.3,28.3,76.3,0.2,0.38,7.98
26003,Af,Naturally Ventilated,-1.0,0.46,1.0,30.1,30.1,71.8,0.1,1.72,62.83
26004,Af,Naturally Ventilated,1.0,0.37,1.0,30.2,30.2,67.1,0.2,1.43,47.22
26005,Af,Naturally Ventilated,1.0,0.09,1.0,30.6,30.6,65.9,0.1,1.39,44.74
26006,Af,Naturally Ventilated,1.0,0.33,1.0,30.6,30.6,65.9,0.1,1.72,62.95
26007,Af,Naturally Ventilated,0.0,0.18,1.0,31.5,31.5,62.2,0.1,1.93,73.74
26008,Af,Naturally Ventilated,-2.0,0.2,1.1,31.1,31.1,63.6,0.3,1.56,54.09
26009,Af,Naturally Ventilated,3.0,0.2,1.1,30.4,30.4,67.0,0.1,1.56,54.36
26011,Af,Naturally Ventilated,-1.0,0.27,1.1,30.7,30.7,67.0,0.2,1.61,57.09
26012,Af,Naturally Ventilated,0.0,0.3,1.1,30.5,30.5,68.5,0.2,1.58,55.15
26013,Af,Naturally Ventilated,1.0,0.27,1.1,30.9,30.9,64.0,0.2,1.67,60.4
26014,Af,Naturally Ventilated,3.0,0.27,1.1,30.9,30.9,65.0,0.1,1.83,68.78
26015,Af,Naturally Ventilated,1.0,0.19,1.0,33.2,33.2,60.6,0.0,2.84,98.13
26016,Af,Naturally Ventilated,0.0,0.17,1.0,32.8,32.8,62.2,0.2,2.5,93.37
26019,Af,Naturally Ventilated,2.0,0.27,1.0,32.4,32.4,61.1,0.1,2.43,91.91
26020,Af,Naturally Ventilated,3.0,0.28,1.0,32.6,32.6,61.6,0.3,2.4,91.16
26021,Af,Naturally Ventilated,3.0,0.17,1.0,32.6,32.6,61.6,0.2,2.37,90.39
26022,Af,Naturally Ventilated,0.0,0.32,1.0,32.9,32.9,64.3,0.2,2.67,96.36
26023,Af,Naturally Ventilated,3.0,0.36,1.1,32.9,32.9,64.3,0.2,2.65,96.1
26024,Af,Naturally Ventilated,2.0,0.27,1.0,33.5,33.5,64.6,0.3,2.94,98.85
26025,Af,Naturally Ventilated,1.0,0.36,1.1,33.1,33.1,64.3,0.1,2.77,97.56
26026,Af,Naturally Ventilated,1.0,0.36,1.1,33.1,33.1,64.3,0.1,2.77,97.56
26027,Af,Naturally Ventilated,1.0,0.22,1.1,33.5,33.5,63.5,0.1,2.9,98.61
26028,Af,Naturally Ventilated,3.0,0.36,1.0,32.8,32.8,65.3,0.2,2.66,96.15
26029,Af,Naturally Ventilated,1.0,0.27,1.0,32.8,32.8,65.3,0.2,2.61,95.38
26030,Af,Naturally Ventilated,3.0,0.3,1.0,33.6,33.6,61.1,0.1,3.0,99.13
26031,Af,Naturally Ventilated,1.0,0.17,1.0,33.6,33.6,61.1,0.2,2.95,98.86
26034,Af,Naturally Ventilated,3.0,0.4,1.1,32.7,32.7,71.3,0.5,2.59,95.12
26035,Af,Naturally Ventilated,0.0,0.35,1.1,32.7,32.7,71.3,0.3,2.61,95.43
26039,Af,Naturally Ventilated,1.0,0.19,1.0,32.5,32.5,67.6,0.0,2.6,95.35
26040,Af,Naturally Ventilated,1.0,0.2,1.1,32.1,32.1,71.1,0.3,2.19,84.39
26041,Af,Naturally Ventilated,3.0,0.42,1.1,32.0,32.0,70.1,0.0,2.5,93.45
26042,Af,Naturally Ventilated,2.0,0.09,1.0,31.5,31.5,73.2,0.0,2.08,80.43
26043,Af,Naturally Ventilated,0.0,0.19,1.0,31.9,31.9,72.6,0.1,2.27,87.45
26044,Af,Naturally Ventilated,2.0,0.18,1.0,32.4,32.4,70.6,0.1,2.5,93.33
26045,Af,Naturally Ventilated,1.0,0.44,1.1,32.4,32.4,70.6,0.1,2.6,95.32
26046,Af,Naturally Ventilated,1.0,0.17,1.1,32.5,32.5,63.5,0.1,2.44,92.04
26047,Af,Naturally Ventilated,2.0,0.27,1.0,32.4,32.4,68.8,0.0,2.61,95.52
26048,Af,Naturally Ventilated,1.0,0.18,1.0,31.9,31.9,69.3,0.0,2.33,89.12
26049,Af,Naturally Ventilated,1.0,0.09,1.0,31.5,31.5,71.6,0.0,2.07,79.61
26050,Af,Naturally Ventilated,3.0,0.22,1.1,31.7,31.7,71.1,0.0,2.29,87.93
26051,Af,Naturally Ventilated,3.0,0.18,1.0,32.1,32.1,71.4,0.0,2.45,92.39
26052,Af,Naturally Ventilated,2.0,0.18,1.0,31.3,31.3,72.3,0.2,1.77,65.5
26054,Af,Naturally Ventilated,0.0,0.18,1.0,30.9,30.9,72.9,0.1,1.76,65.02
26055,Af,Naturally Ventilated,0.0,0.17,1.0,30.9,30.9,74.2,0.5,1.15,33.08
26056,Af,Naturally Ventilated,0.0,0.27,1.0,30.9,30.9,74.2,0.5,1.41,46.05
26059,Af,Naturally Ventilated,0.0,0.18,1.0,31.0,31.0,68.5,0.1,1.76,64.93
26060,Af,Naturally Ventilated,2.0,0.2,1.2,30.3,30.3,63.6,0.0,1.65,59.24
26063,Af,Naturally Ventilated,0.0,0.3,1.0,31.3,31.3,61.2,0.5,1.56,54.13
26064,Af,Naturally Ventilated,0.0,0.19,1.0,31.9,31.9,67.5,0.2,2.07,79.75
26065,Af,Naturally Ventilated,2.0,0.27,1.1,31.4,31.4,66.2,0.4,1.78,65.79
26066,Af,Naturally Ventilated,0.0,0.18,1.1,31.3,31.3,65.3,0.0,2.02,77.7
26068,Af,Naturally Ventilated,3.0,0.27,1.0,32.9,32.9,64.1,0.3,2.6,95.24
26069,Af,Naturally Ventilated,2.0,0.18,1.0,32.1,32.1,69.3,0.4,2.02,77.74
26070,Af,Naturally Ventilated,-1.0,0.09,1.0,32.1,32.1,69.5,0.1,2.25,86.52
26073,Af,Naturally Ventilated,1.0,0.16,1.0,32.2,32.2,70.3,0.2,2.24,86.38
26074,Af,Naturally Ventilated,1.0,0.2,1.0,32.2,32.2,70.3,0.4,2.13,82.27
26075,Af,Naturally Ventilated,3.0,0.18,1.0,32.2,32.2,70.5,0.3,2.18,84.03
26076,Af,Naturally Ventilated,1.0,0.3,1.1,32.1,32.1,70.3,0.0,2.49,93.2
26077,Af,Naturally Ventilated,2.0,0.18,1.2,32.1,32.1,73.2,0.1,2.37,90.35
26078,Af,Naturally Ventilated,1.0,0.19,1.0,31.4,31.4,75.6,0.2,1.88,71.23
26079,Af,Naturally Ventilated,0.0,0.3,1.0,29.8,29.8,74.4,0.5,0.82,19.06
26080,Af,Naturally Ventilated,-3.0,0.2,1.1,29.8,29.8,74.4,0.5,0.72,15.97
26081,Af,Naturally Ventilated,-1.0,0.3,1.1,30.5,30.5,75.1,0.2,1.65,58.93
26082,Af,Naturally Ventilated,1.0,0.46,1.0,30.9,30.9,73.7,0.1,2.07,79.83
26083,Af,Naturally Ventilated,0.0,0.3,1.1,31.1,31.1,71.7,0.2,1.89,71.39
26084,Af,Naturally Ventilated,-1.0,0.4,1.0,30.4,30.4,76.0,0.4,1.48,49.78
26085,Af,Naturally Ventilated,0.0,0.4,1.1,30.4,30.4,76.0,0.2,1.74,63.85
26086,Af,Naturally Ventilated,0.0,0.3,1.1,30.5,30.5,73.8,0.2,1.63,58.19
26087,Af,Naturally Ventilated,2.0,0.3,1.1,31.5,31.5,71.0,0.0,2.26,86.93
26088,Af,Naturally Ventilated,-1.0,0.2,1.0,33.0,33.0,66.4,0.2,2.69,96.57
26089,Af,Naturally Ventilated,1.0,0.3,1.0,32.0,32.0,71.8,0.1,2.4,91.13
26090,Af,Naturally Ventilated,1.0,0.2,1.0,32.0,32.0,71.8,0.0,2.42,91.69
26092,Af,Naturally Ventilated,2.0,0.3,1.1,32.9,32.9,68.5,0.0,2.78,97.62
26093,Af,Naturally Ventilated,0.0,0.3,1.1,31.6,31.6,73.5,0.2,2.14,82.52
26096,Af,Naturally Ventilated,1.0,0.2,1.0,31.3,31.3,70.3,0.1,1.96,74.71
26097,Af,Naturally Ventilated,1.0,0.3,1.0,31.3,31.3,70.3,0.1,2.06,79.38
26098,Af,Naturally Ventilated,1.0,0.3,1.0,30.8,30.8,82.3,0.1,1.97,75.43
26099,Af,Naturally Ventilated,0.0,0.4,1.0,30.8,30.8,73.8,0.1,1.98,75.64
26100,Af,Naturally Ventilated,0.0,0.4,1.0,31.7,31.7,75.1,0.4,2.15,83.19
26103,Af,Naturally Ventilated,0.0,0.2,1.0,31.3,31.3,75.1,0.2,1.84,68.84
26105,Af,Naturally Ventilated,1.0,0.2,1.0,31.6,31.6,74.0,0.3,1.88,70.97
26106,Af,Naturally Ventilated,1.0,0.2,1.0,30.6,30.6,74.5,0.0,1.77,65.43
26107,Af,Naturally Ventilated,-2.0,0.3,1.0,30.6,30.6,75.8,0.4,1.4,45.25
26108,Af,Naturally Ventilated,2.0,0.3,1.1,30.1,30.1,80.0,0.2,1.51,51.72
26109,Af,Naturally Ventilated,1.0,0.11,1.0,30.9,30.9,68.8,0.1,1.61,57.05
26111,Af,Naturally Ventilated,1.0,0.3,1.0,29.3,29.3,77.0,0.1,1.22,36.25
26112,Af,Naturally Ventilated,0.0,0.3,1.0,29.1,29.1,76.0,0.4,0.53,10.97
26114,Af,Naturally Ventilated,0.0,0.5,1.1,28.4,28.4,76.9,0.3,0.96,24.32
26115,Af,Naturally Ventilated,-3.0,0.2,1.0,28.4,28.4,77.0,0.0,0.69,14.94
26117,Af,Naturally Ventilated,-2.0,0.2,1.0,30.4,30.4,74.0,0.1,1.55,53.76
26118,Af,Naturally Ventilated,0.0,0.3,1.1,29.5,29.5,76.0,0.1,1.41,45.82
26119,Af,Naturally Ventilated,0.0,0.5,1.0,29.3,29.3,75.3,0.1,1.48,49.99
26120,Af,Naturally Ventilated,-1.0,0.2,1.0,29.3,29.3,75.3,0.5,0.17,5.62
26121,Af,Naturally Ventilated,0.0,0.2,1.0,29.4,29.4,74.3,0.0,1.17,33.61
26122,Af,Naturally Ventilated,-2.0,0.11,1.0,29.5,29.5,72.6,0.2,0.55,11.38
26123,Af,Naturally Ventilated,-3.0,0.2,1.0,29.5,29.5,72.6,0.1,1.09,30.21
26124,Af,Naturally Ventilated,1.0,0.3,1.1,30.1,30.1,74.1,0.2,1.45,48.42
26125,Af,Naturally Ventilated,0.0,0.2,1.1,29.9,29.9,70.0,0.0,1.47,49.44
26126,Af,Naturally Ventilated,3.0,0.11,1.0,31.3,31.3,65.6,0.2,1.57,54.71
26127,Af,Naturally Ventilated,0.0,0.2,1.0,31.1,31.1,63.3,0.5,1.24,37.42
26128,Af,Naturally Ventilated,1.0,0.2,1.1,31.1,31.1,65.2,0.5,1.41,45.85
26129,Af,Naturally Ventilated,1.0,0.4,1.1,31.0,31.0,64.7,0.1,1.98,75.98
26130,Af,Naturally Ventilated,-2.0,0.36,1.0,31.0,31.0,64.7,0.1,1.92,72.85
26131,Af,Naturally Ventilated,0.0,0.2,1.1,30.5,30.5,67.8,0.5,1.07,29.35
26132,Af,Naturally Ventilated,0.0,0.2,1.1,30.5,30.5,67.8,0.5,1.07,29.35
26133,Af,Naturally Ventilated,0.0,0.2,1.0,30.8,30.8,68.4,0.2,1.48,49.55
26135,Af,Naturally Ventilated,0.0,0.18,1.0,31.3,31.3,69.4,0.2,1.74,63.66
26136,Af,Naturally Ventilated,0.0,0.2,1.1,30.1,30.1,72.1,0.1,1.48,50.06
26137,Af,Naturally Ventilated,3.0,0.35,1.0,32.3,32.3,63.2,0.2,2.38,90.51
26138,Af,Naturally Ventilated,0.0,0.2,1.0,31.3,31.3,66.1,0.2,1.73,63.19
26139,Af,Naturally Ventilated,1.0,0.2,1.0,31.3,31.3,66.1,0.2,1.73,63.19
26140,Af,Naturally Ventilated,0.0,0.18,1.0,30.3,30.3,70.2,0.2,1.18,34.05
26141,Af,Naturally Ventilated,0.0,0.17,1.0,30.3,30.3,70.2,0.2,1.15,33.01
26142,Af,Naturally Ventilated,-1.0,0.32,1.1,31.3,31.3,69.0,0.1,2.09,80.47
26143,Af,Naturally Ventilated,-2.0,0.19,1.0,31.3,31.3,69.0,0.1,1.93,73.43
26144,Af,Naturally Ventilated,2.0,0.32,1.0,30.9,30.9,70.6,0.3,1.63,58.03
26145,Af,Naturally Ventilated,1.0,0.25,1.0,30.9,30.9,72.8,0.3,1.54,52.87
26147,Af,Naturally Ventilated,3.0,0.36,1.0,33.2,33.2,67.5,0.2,2.88,98.46
26148,Af,Naturally Ventilated,1.0,0.25,1.1,33.2,33.2,67.5,0.2,2.79,97.73
26149,Af,Naturally Ventilated,3.0,0.35,1.1,32.6,32.6,66.9,0.2,2.55,94.38
26150,Af,Naturally Ventilated,0.0,0.3,1.1,31.7,31.7,70.4,0.5,1.97,75.52
26151,Af,Naturally Ventilated,1.0,0.2,1.0,31.7,31.7,70.4,0.5,1.73,63.57
26152,Af,Naturally Ventilated,1.0,0.26,1.1,32.3,32.3,71.5,0.1,2.49,93.26
26153,Af,Naturally Ventilated,1.0,0.46,1.0,33.3,33.3,69.7,0.2,2.99,99.07
26154,Af,Naturally Ventilated,3.0,0.27,1.1,33.2,33.2,70.9,0.1,2.87,98.41
26155,Af,Naturally Ventilated,2.0,0.35,1.0,32.4,32.4,69.1,0.2,2.5,93.48
26156,Af,Naturally Ventilated,0.0,0.27,1.0,32.4,32.4,69.1,0.4,2.33,89.06
26157,Af,Naturally Ventilated,0.0,0.3,1.0,32.1,32.1,70.7,0.2,2.33,89.2
26158,Af,Naturally Ventilated,0.0,0.38,1.1,32.1,32.1,70.7,0.1,2.46,92.6
26160,Af,Naturally Ventilated,3.0,0.14,1.0,31.5,31.5,73.4,0.1,2.03,77.95
26162,Af,Naturally Ventilated,1.0,0.48,1.0,32.1,32.1,72.4,0.2,2.49,93.2
26163,Af,Naturally Ventilated,0.0,0.19,1.0,31.9,31.9,73.3,0.3,2.04,78.47
26164,Af,Naturally Ventilated,1.0,0.27,1.1,31.8,31.8,71.4,0.2,2.18,84.15
26165,Af,Naturally Ventilated,1.0,0.27,1.1,31.4,31.4,74.4,0.0,2.23,86.14
26167,Af,Naturally Ventilated,0.0,0.36,1.0,31.1,31.1,71.9,0.0,2.14,82.62
26168,Af,Naturally Ventilated,0.0,0.27,1.0,31.1,31.1,71.9,0.5,1.51,51.3
26169,Af,Naturally Ventilated,0.0,0.29,1.0,31.2,31.2,63.1,0.4,1.57,54.9
26170,Af,Naturally Ventilated,0.0,0.3,1.0,31.2,31.2,63.1,0.4,1.59,55.84
26172,Af,Naturally Ventilated,0.0,0.09,1.0,31.3,31.3,54.8,0.0,1.75,64.63
26173,Af,Naturally Ventilated,0.0,0.41,1.0,31.6,31.6,59.0,0.2,2.04,78.59
26174,Af,Naturally Ventilated,2.0,0.2,1.2,31.6,31.6,59.0,0.2,1.92,73.1
26175,Af,Naturally Ventilated,0.0,0.2,1.0,31.4,31.4,60.2,0.3,1.59,55.71
26176,Af,Naturally Ventilated,1.0,0.11,1.0,31.8,31.8,63.8,0.2,1.85,69.79
26178,Af,Naturally Ventilated,2.0,0.19,1.0,31.5,31.5,66.2,0.2,1.83,68.34
26179,Af,Naturally Ventilated,0.0,0.27,1.0,31.5,31.5,70.2,0.2,1.98,75.89
26180,Af,Naturally Ventilated,0.0,0.17,1.0,31.7,31.7,69.2,0.2,1.95,74.4
26181,Af,Naturally Ventilated,1.0,0.2,1.0,31.8,31.8,64.9,0.2,1.99,76.39
26182,Af,Naturally Ventilated,0.0,0.16,1.0,32.3,32.3,61.7,0.0,2.41,91.45
26184,Af,Naturally Ventilated,1.0,0.22,1.0,32.5,32.5,64.8,0.3,2.33,89.21
26185,Af,Naturally Ventilated,2.0,0.28,1.0,31.0,31.0,53.2,0.0,1.8,67.01
26186,Af,Naturally Ventilated,0.0,0.09,1.1,31.5,31.5,56.7,0.3,1.52,51.91
26187,Af,Naturally Ventilated,0.0,0.17,1.1,32.2,32.2,55.7,0.2,2.11,81.31
26188,Af,Naturally Ventilated,0.0,0.17,1.0,31.2,31.2,54.6,0.2,1.48,50.06
26189,Af,Naturally Ventilated,-2.0,0.25,1.0,32.0,32.0,55.1,0.1,2.15,83.23
26190,Af,Naturally Ventilated,3.0,0.26,1.1,30.9,30.9,61.2,0.2,1.63,58.08
26191,Af,Naturally Ventilated,0.0,0.18,1.1,31.3,31.3,60.6,0.4,1.51,51.54
26192,Af,Naturally Ventilated,0.0,0.26,1.0,32.2,32.2,60.3,0.3,2.14,82.73
26193,Af,Naturally Ventilated,1.0,0.45,1.1,31.5,31.5,59.0,0.2,2.06,79.19
26195,Af,Naturally Ventilated,0.0,0.44,1.0,32.3,32.3,58.4,0.2,2.38,90.47
26196,Af,Naturally Ventilated,0.0,0.17,1.0,32.3,32.3,59.1,0.3,2.08,80.27
26197,Af,Naturally Ventilated,0.0,0.22,1.0,32.0,32.0,58.6,0.3,1.96,74.75
26198,Af,Naturally Ventilated,0.0,0.2,1.0,31.7,31.7,59.9,0.2,1.87,70.78
26200,Af,Naturally Ventilated,1.0,0.21,1.0,32.3,32.3,58.9,0.1,2.32,88.77
26201,Af,Naturally Ventilated,0.0,0.1,1.0,32.1,32.1,59.3,0.1,2.13,82.16
26202,Af,Naturally Ventilated,1.0,0.2,1.0,32.4,32.4,59.2,0.2,2.26,86.83
26203,Af,Naturally Ventilated,0.0,0.27,1.0,31.9,31.9,68.8,0.3,2.09,80.66
26204,Af,Naturally Ventilated,3.0,0.22,1.1,32.2,32.2,66.9,0.2,2.28,87.59
26205,Af,Naturally Ventilated,-1.0,0.17,1.1,30.4,30.4,69.8,0.3,1.18,34.45
26206,Af,Naturally Ventilated,0.0,0.18,1.1,30.1,30.1,70.5,0.2,1.21,35.82
27025,BWh,Naturally Ventilated,0.0,0.83,1.2,17.4,17.4,77.0,0.05,-1.13,31.95
27026,BWh,Naturally Ventilated,0.0,0.77,1.0,15.9,15.9,72.0,0.05,-2.58,94.89
27032,BWh,Naturally Ventilated,-1.0,1.12,1.2,17.0,17.0,71.0,0.11,-0.71,15.5
27042,BWh,Naturally Ventilated,0.0,0.69,1.3,19.5,19.5,52.0,0.13,-0.86,20.45
27043,BWh,Naturally Ventilated,0.0,1.11,1.3,16.0,16.0,55.0,0.07,-0.72,15.87
27045,BWh,Naturally Ventilated,0.0,1.06,1.2,15.9,15.9,54.0,0.1,-1.09,30.03
27046,BWh,Naturally Ventilated,-2.0,0.83,1.3,17.0,17.0,50.5,0.16,-1.21,35.82
27047,BWh,Naturally Ventilated,0.0,1.06,1.2,19.5,19.5,52.0,0.12,-0.39,8.2
27048,BWh,Naturally Ventilated,0.0,0.91,1.3,16.0,16.0,55.0,0.07,-1.09,29.84
27049,BWh,Naturally Ventilated,0.0,0.96,1.3,19.4,19.4,42.5,0.34,-0.72,15.76
27050,BWh,Naturally Ventilated,0.0,1.07,1.2,20.2,20.2,37.0,0.36,-0.61,12.82
27051,BWh,Naturally Ventilated,0.0,0.93,1.3,16.4,16.4,48.5,0.36,-1.46,48.65
27052,BWh,Naturally Ventilated,0.0,0.95,1.3,16.4,16.4,48.5,0.36,-1.41,46.01
27054,BWh,Naturally Ventilated,1.0,1.16,1.2,17.0,17.0,49.5,0.11,-0.74,16.38
27055,BWh,Naturally Ventilated,-1.0,1.13,1.3,17.0,17.0,46.5,0.0,-0.53,10.9
27056,BWh,Naturally Ventilated,-1.0,0.9,1.1,18.3,18.3,44.5,0.21,-1.52,51.9
27057,BWh,Naturally Ventilated,0.0,1.01,1.3,19.4,19.4,42.5,0.34,-0.62,13.08
27058,BWh,Naturally Ventilated,1.0,1.02,1.0,19.2,19.2,56.0,0.16,-1.19,34.88
27059,BWh,Naturally Ventilated,0.0,1.1,1.2,21.3,21.3,51.0,0.08,0.11,5.26
27061,BWh,Naturally Ventilated,0.0,1.22,1.1,18.1,18.1,65.0,0.09,-0.56,11.54
27062,BWh,Naturally Ventilated,0.0,0.65,1.0,18.2,18.2,64.0,0.08,-2.28,87.69
27064,BWh,Naturally Ventilated,0.0,1.22,1.1,16.7,16.7,50.0,0.18,-1.13,32.0
27065,BWh,Naturally Ventilated,0.0,1.08,1.1,16.1,16.1,55.0,0.05,-1.32,41.17
27066,BWh,Naturally Ventilated,-1.0,0.74,1.2,20.6,20.6,51.5,0.07,-0.63,13.43
27068,BWh,Naturally Ventilated,0.0,1.16,1.3,20.8,20.8,51.0,0.08,0.24,6.23
27070,BWh,Naturally Ventilated,0.0,1.1,1.1,16.0,16.0,55.0,0.1,-1.3,40.25
27072,BWh,Naturally Ventilated,1.0,1.1,1.1,25.6,25.6,40.0,0.06,0.85,20.27
27073,BWh,Naturally Ventilated,0.0,0.96,1.3,23.9,23.9,34.0,0.1,0.5,10.3
27074,BWh,Naturally Ventilated,2.0,1.16,1.2,24.9,24.9,38.6,0.2,0.7,15.25
27075,BWh,Naturally Ventilated,1.0,1.19,1.1,25.2,25.2,41.0,0.12,0.77,17.49
27076,BWh,Naturally Ventilated,0.0,1.2,1.1,17.4,17.4,41.5,0.05,-0.86,20.64
27077,BWh,Naturally Ventilated,0.0,1.07,1.0,18.0,18.0,44.5,0.08,-1.28,39.42
27078,BWh,Naturally Ventilated,0.0,1.23,1.2,18.0,18.0,44.0,0.07,-0.42,8.73
27082,BWh,Naturally Ventilated,0.0,0.97,1.1,16.1,16.1,54.0,0.05,-1.57,54.48
27084,BWh,Naturally Ventilated,0.0,1.24,1.2,20.7,20.7,47.0,0.07,0.14,5.38
27085,BWh,Naturally Ventilated,0.0,1.07,1.3,15.5,15.5,55.0,0.04,-0.88,21.45
27086,BWh,Naturally Ventilated,0.0,0.97,1.2,16.0,16.0,54.0,0.06,-1.25,37.68
27087,BWh,Naturally Ventilated,0.0,1.11,1.2,15.0,15.0,55.0,0.04,-1.18,34.26
27090,BWh,Naturally Ventilated,0.0,0.93,1.0,15.5,15.5,54.5,0.06,-2.26,87.11
27093,BWh,Naturally Ventilated,0.0,0.18,1.3,24.7,24.7,73.0,0.07,-0.36,7.66
27096,BWh,Naturally Ventilated,0.0,0.37,1.3,24.0,24.0,73.0,0.1,-0.12,5.28
27098,BWh,Naturally Ventilated,0.0,0.03,1.0,26.3,26.3,62.0,0.06,-1.23,36.51
27099,BWh,Naturally Ventilated,1.0,0.33,1.0,25.7,25.7,59.0,0.09,-0.43,8.87
27101,BWh,Naturally Ventilated,1.0,0.33,1.1,24.7,24.7,60.0,0.24,-1.08,29.68
27105,BWh,Naturally Ventilated,0.0,0.43,1.0,23.8,23.8,59.0,0.28,-1.62,57.56
27107,BWh,Naturally Ventilated,0.0,0.38,1.3,24.3,24.3,55.5,0.17,-0.34,7.47
27112,BWh,Naturally Ventilated,1.0,0.91,1.3,24.0,24.0,39.5,0.09,0.53,10.77
27113,BWh,Naturally Ventilated,0.0,0.87,1.3,25.5,25.5,61.0,0.13,0.88,21.48
27114,BWh,Naturally Ventilated,1.0,0.71,1.0,26.3,26.3,50.5,0.05,0.53,10.83
27115,BWh,Naturally Ventilated,1.0,0.51,1.0,25.1,25.1,58.5,0.04,-0.22,6.02
27116,BWh,Naturally Ventilated,1.0,0.82,1.0,25.7,25.7,46.5,0.08,0.46,9.33
27119,BWh,Naturally Ventilated,1.0,0.47,1.3,24.0,24.0,62.0,0.1,0.01,5.0
27120,BWh,Naturally Ventilated,0.0,0.85,1.3,25.5,25.5,53.0,0.14,0.8,18.33
27121,BWh,Naturally Ventilated,2.0,0.65,1.1,24.9,24.9,57.0,0.13,0.09,5.18
27122,BWh,Naturally Ventilated,0.0,0.54,1.3,25.0,25.0,64.0,0.08,0.46,9.4
27123,BWh,Naturally Ventilated,0.0,0.29,1.0,24.8,24.8,64.0,0.04,-0.93,23.14
27124,BWh,Naturally Ventilated,0.0,0.42,1.0,24.8,24.8,62.0,0.06,-0.54,11.13
27125,BWh,Naturally Ventilated,1.0,0.52,1.3,25.1,25.1,42.0,0.1,0.27,6.5
27126,BWh,Naturally Ventilated,0.0,0.6,1.0,24.7,24.7,39.0,0.07,-0.32,7.17
27127,BWh,Naturally Ventilated,0.0,1.05,1.1,24.7,24.7,39.0,0.08,0.57,11.84
27128,BWh,Naturally Ventilated,1.0,0.84,1.3,23.2,23.2,65.0,0.07,0.44,9.04
27129,BWh,Naturally Ventilated,0.0,0.47,1.0,23.3,23.3,64.0,0.1,-1.0,26.09
27130,BWh,Naturally Ventilated,0.0,0.52,1.0,23.3,23.3,64.0,0.1,-0.86,20.68
27131,BWh,Naturally Ventilated,1.0,0.42,1.1,24.2,24.2,60.0,0.14,-0.67,14.49
27133,BWh,Naturally Ventilated,0.0,0.28,1.3,26.3,26.3,58.0,0.31,-0.19,5.72
27136,BWh,Naturally Ventilated,1.0,0.38,1.3,26.2,26.2,61.0,0.29,0.09,5.18
27138,BWh,Naturally Ventilated,1.0,0.33,1.0,28.2,28.2,53.5,0.07,0.63,13.3
27139,BWh,Naturally Ventilated,2.0,0.27,1.0,29.5,29.5,64.0,0.08,1.19,34.81
27140,BWh,Naturally Ventilated,2.0,0.28,1.3,27.4,27.4,60.0,0.23,0.4,8.31
27141,BWh,Naturally Ventilated,1.0,0.25,1.0,28.0,28.0,63.0,0.08,0.46,9.51
27143,BWh,Naturally Ventilated,0.0,0.18,1.0,26.0,26.0,59.0,0.16,-1.13,32.11
27145,BWh,Naturally Ventilated,0.0,0.18,1.3,25.5,25.5,62.0,0.21,-0.56,11.57
27147,BWh,Naturally Ventilated,0.0,0.28,1.3,25.4,25.4,61.0,0.08,0.08,5.13
27149,BWh,Naturally Ventilated,0.0,0.48,1.0,25.6,25.6,60.0,0.16,-0.35,7.5
27151,BWh,Naturally Ventilated,2.0,0.18,1.3,26.1,26.1,60.0,0.25,-0.44,9.08
27153,BWh,Naturally Ventilated,2.0,0.51,1.3,27.9,27.9,53.0,0.05,1.16,33.26
27154,BWh,Naturally Ventilated,1.0,0.62,1.0,26.7,26.7,57.5,0.37,0.07,5.1
27155,BWh,Naturally Ventilated,2.0,0.47,1.3,26.7,26.7,60.0,0.07,0.82,19.11
27156,BWh,Naturally Ventilated,0.0,0.31,1.0,27.1,27.1,59.0,0.13,-0.04,5.04
27157,BWh,Naturally Ventilated,2.0,0.47,1.3,26.0,26.0,59.0,0.09,0.58,12.17
27158,BWh,Naturally Ventilated,1.0,0.56,1.0,26.2,26.2,60.0,0.08,0.32,7.11
27159,BWh,Naturally Ventilated,0.0,0.47,1.0,26.0,26.0,59.5,0.07,0.05,5.05
27160,BWh,Naturally Ventilated,0.0,0.41,1.0,27.1,27.1,60.0,0.16,0.11,5.26
27161,BWh,Naturally Ventilated,1.0,0.27,1.0,26.0,26.0,59.0,0.12,-0.61,12.84
27162,BWh,Naturally Ventilated,2.0,0.4,1.3,26.4,26.4,57.0,0.17,0.38,8.07
27163,BWh,Naturally Ventilated,2.0,0.4,1.0,26.4,26.4,57.0,0.18,-0.3,6.91
